Time (Microsecond),Voltage (V)
-50.0,0.0121874999999996
-49.9,0.0459375000000009
-49.8,0.0496874999999992
-49.7,0.0146875000000009
-49.6,-0.0178124999999998
-49.5,-0.0215624999999999
-49.4,-0.0303125000000009
-49.3,-0.0440625000000008
-49.2,-0.0340624999999992
-49.1,-0.0040624999999998
-49.0,0.0171875000000004
-48.9,0.0221874999999994
-48.8,0.0371874999999999
-48.7,0.0371874999999999
-48.6,0.0221874999999994
-48.5,0.0134375000000002
-48.4,0.0071875000000005
-48.3,-0.0090625000000006
-48.2,-0.0153125000000003
-48.1,-0.0128125000000008
-48.0,-0.0115625000000001
-47.9,-0.0065624999999993
-47.8,-0.0028124999999992
-47.7,0.0046874999999992
-47.6,0.0084374999999994
-47.5,0.0034375000000004
-47.4,0.0034375000000004
-47.3,-0.0003124999999997
-47.2,-0.0065624999999993
-47.1,-0.0140624999999996
-47.0,-0.0090625000000006
-46.9,-0.0053125000000005
-46.8,0.0021874999999997
-46.7,0.0071875000000005
-46.6,0.0096875
-46.5,0.0109375000000007
-46.4,0.0096875
-46.3,0.0159374999999997
-46.2,0.0084374999999994
-46.1,0.0059374999999999
-46.0,0.0059374999999999
-45.9,0.0021874999999997
-45.8,0.0084374999999994
-45.7,-0.0003124999999997
-45.6,-0.0003124999999997
-45.5,-0.0003124999999997
-45.4,-0.0028124999999992
-45.3,-0.0128125000000008
-45.2,-0.0140624999999996
-45.1,-0.0140624999999996
-45.0,-0.0165624999999991
-44.9,-0.0115625000000001
-44.8,0.0271875000000001
-44.7,0.0334374999999998
-44.6,0.0134375000000002
-44.5,0.0046874999999992
-44.4,0.0134375000000002
-44.3,-0.0015625000000003
-44.2,-0.0190625000000004
-44.1,-0.0315624999999997
-44.0,-0.0115625000000001
-43.9,-0.0003124999999997
-43.8,0.0021874999999997
-43.7,0.0109375000000007
-43.6,0.0184374999999992
-43.5,0.0146875000000009
-43.4,0.0109375000000007
-43.3,0.0096875
-43.2,0.0009374999999991
-43.1,-0.0015625000000003
-43.0,-0.0003124999999997
-42.9,-0.0040624999999998
-42.8,-0.0078125
-42.7,0.0021874999999997
-42.6,0.0021874999999997
-42.5,0.0034375000000004
-42.4,0.0059374999999999
-42.3,-0.0040624999999998
-42.2,-0.0390625
-42.1,-0.0090625000000006
-42.0,0.0884374999999995
-41.9,0.0834375000000005
-41.8,-0.0128125000000008
-41.7,0.0071875000000005
-41.6,0.0409375000000001
-41.5,-0.0165624999999991
-41.4,-0.0890625000000007
-41.3,-0.0690624999999994
-41.2,-0.0190625000000004
-41.1,-0.0065624999999993
-41.0,0.0046874999999992
-40.9,0.0384375000000006
-40.8,0.0409375000000001
-40.7,0.0334374999999998
-40.6,0.0309375000000003
-40.5,0.0234375
-40.4,0.0009374999999991
-40.3,-0.0040624999999998
-40.2,-0.0103124999999995
-40.1,-0.0165624999999991
-40.0,-0.0153125000000003
-39.9,-0.0040624999999998
-39.8,0.0084374999999994
-39.7,0.0121874999999996
-39.6,0.0171875000000004
-39.5,0.0184374999999992
-39.4,0.0084374999999994
-39.3,0.0071875000000005
-39.2,0.0021874999999997
-39.1,-0.0090625000000006
-39.0,-0.0128125000000008
-38.9,-0.0115625000000001
-38.8,0.0034375000000004
-38.7,-0.0003124999999997
-38.6,0.0071875000000005
-38.5,0.0084374999999994
-38.4,0.0109375000000007
-38.3,0.0071875000000005
-38.2,0.0134375000000002
-38.1,0.0046874999999992
-38.0,-0.0015625000000003
-37.9,0.0059374999999999
-37.8,0.0046874999999992
-37.7,0.0109375000000007
-37.6,0.0109375000000007
-37.5,0.0046874999999992
-37.4,-0.0003124999999997
-37.3,-0.0028124999999992
-37.2,0.0034375000000004
-37.1,0.0009374999999991
-37.0,0.0109375000000007
-36.9,-0.0065624999999993
-36.8,-0.0178124999999998
-36.7,0.0134375000000002
-36.6,0.0446875000000002
-36.5,0.0221874999999994
-36.4,0.0046874999999992
-36.3,0.0184374999999992
-36.2,0.0096875
-36.1,-0.0128125000000008
-36.0,-0.0365625000000005
-35.9,-0.0078125
-35.8,0.0134375000000002
-35.7,0.0146875000000009
-35.6,0.0184374999999992
-35.5,0.0184374999999992
-35.4,0.0009374999999991
-35.3,-0.0378124999999994
-35.2,-0.0503125000000004
-35.1,-0.0253125000000001
-35.0,0.0096875
-34.9,0.0059374999999999
-34.8,0.0196874999999999
-34.7,0.0459375000000009
-34.6,0.0571874999999995
-34.5,0.0284375000000008
-34.4,0.0021874999999997
