Time (Microsecond),Voltage (V)
-50.0,0.0234375
-49.9,-0.0028124999999992
-49.8,-0.0728124999999995
-49.7,-0.0878125000000001
-49.6,-0.0228125000000006
-49.5,0.0196874999999999
-49.4,0.0371874999999999
-49.3,0.0596875000000008
-49.2,0.0459375000000009
-49.1,0.0259374999999995
-49.0,0.0221874999999994
-48.9,0.0084374999999994
-48.8,0.0159374999999997
-48.7,0.0309375000000003
-48.6,0.0421875000000007
-48.5,0.0246875000000006
-48.4,0.0146875000000009
-48.3,0.0284375000000008
-48.2,0.0359374999999993
-48.1,0.0296874999999996
-48.0,0.0246875000000006
-47.9,0.0346875000000004
-47.8,0.0596875000000008
-47.7,0.0546875
-47.6,0.0084374999999994
-47.5,0.0034375000000004
-47.4,0.0184374999999992
-47.3,0.0334374999999998
-47.2,0.0534374999999994
-47.1,0.0509374999999999
-47.0,0.0146875000000009
-46.9,0.0246875000000006
-46.8,0.0534374999999994
-46.7,0.0371874999999999
-46.6,0.0246875000000006
-46.5,0.0371874999999999
-46.4,0.0684374999999999
-46.3,0.0834375000000005
-46.2,0.0659375000000004
-46.1,0.0321874999999991
-46.0,0.0234375
-45.9,-0.0178124999999998
-45.8,-0.1190625
-45.7,-0.1353125
-45.6,0.0021874999999997
-45.5,0.0984374999999993
-45.4,0.1071875
-45.3,0.1234375
-45.2,0.1546875
-45.1,0.122187500000001
-45.0,0.0159374999999997
-44.9,-0.0315624999999997
-44.8,-0.0303125000000009
-44.7,-0.0165624999999991
-44.6,0.0059374999999999
-44.5,0.0434374999999996
-44.4,0.0484375000000004
-44.3,0.0434374999999996
-44.2,0.0459375000000009
-44.1,0.0346875000000004
-44.0,0.0146875000000009
-43.9,0.0196874999999999
-43.8,0.0309375000000003
-43.7,0.0284375000000008
-43.6,0.0346875000000004
-43.5,0.0421875000000007
-43.4,0.0484375000000004
-43.3,0.0471874999999997
-43.2,0.0571874999999995
-43.1,0.0521875000000005
-43.0,0.0346875000000004
-42.9,0.0334374999999998
-42.8,0.0359374999999993
-42.7,0.0371874999999999
-42.6,0.0321874999999991
-42.5,0.0059374999999999
-42.4,-0.0365625000000005
-42.3,0.0109375000000007
-42.2,0.129687499999999
-42.1,0.132187500000001
-42.0,0.0546875
-41.9,0.0296874999999996
-41.8,0.0484375000000004
-41.7,0.0009374999999991
-41.6,-0.0640625000000004
-41.5,-0.0403125000000006
-41.4,0.0459375000000009
