Time (Microsecond),Voltage (V)
-50.0,-0.0003124999999997
-49.9,-0.0003124999999997
-49.8,-0.0053125000000005
-49.7,-0.0028124999999992
-49.6,-0.0040624999999998
-49.5,-0.0103124999999995
-49.4,-0.0053125000000005
-49.3,-0.0015625000000003
-49.2,0.0009374999999991
-49.1,-0.0040624999999998
-49.0,-0.0103124999999995
-48.9,-0.0065624999999993
-48.8,0.0021874999999997
-48.7,0.0034375000000004
-48.6,0.0009374999999991
-48.5,-0.0003124999999997
-48.4,0.0009374999999991
-48.3,-0.0015625000000003
-48.2,-0.0015625000000003
-48.1,-0.0103124999999995
-48.0,-0.0115625000000001
-47.9,-0.0078125
-47.8,-0.0090625000000006
-47.7,0.0059374999999999
-47.6,0.0146875000000009
-47.5,0.0046874999999992
-47.4,0.0046874999999992
-47.3,0.0034375000000004
-47.2,-0.0040624999999998
-47.1,-0.0228125000000006
-47.0,-0.0240624999999994
-46.9,-0.0165624999999991
-46.8,-0.0078125
-46.7,0.0034375000000004
-46.6,0.0159374999999997
-46.5,0.0346875000000004
-46.4,0.0521875000000005
-46.3,0.0309375000000003
-46.2,0.0021874999999997
-46.1,-0.0053125000000005
-46.0,-0.0128125000000008
-45.9,-0.0290625000000002
-45.8,-0.0415624999999995
-45.7,-0.0340624999999992
-45.6,-0.0103124999999995
-45.5,0.0034375000000004
-45.4,0.0184374999999992
-45.3,0.0234375
-45.2,0.0371874999999999
-45.1,0.0209375000000005
-45.0,0.0171875000000004
-44.9,0.0046874999999992
-44.8,-0.0103124999999995
-44.7,-0.0165624999999991
-44.6,-0.0203124999999993
-44.5,-0.0115625000000001
-44.4,-0.0065624999999993
-44.3,-0.0015625000000003
-44.2,0.0059374999999999
-44.1,0.0159374999999997
-44.0,0.0109375000000007
-43.9,0.0084374999999994
-43.8,0.0096875
-43.7,0.0046874999999992
-43.6,0.0021874999999997
-43.5,-0.0015625000000003
-43.4,-0.0040624999999998
-43.3,-0.0003124999999997
-43.2,0.0021874999999997
-43.1,0.0009374999999991
-43.0,0.0034375000000004
-42.9,0.0096875
-42.8,0.0046874999999992
-42.7,0.0071875000000005
-42.6,0.0059374999999999
-42.5,-0.0003124999999997
-42.4,-0.0028124999999992
-42.3,0.0009374999999991
-42.2,-0.0040624999999998
-42.1,-0.0028124999999992
-42.0,-0.0003124999999997
-41.9,-0.0028124999999992
-41.8,-0.0065624999999993
-41.7,-0.0053125000000005
-41.6,-0.0103124999999995
