Time (Microsecond),Voltage (V)
-50.0,0.0171875000000004
-49.9,0.0484375000000004
-49.8,0.0646874999999998
-49.7,0.0146875000000009
-49.6,-0.0178124999999998
-49.5,-0.0153125000000003
-49.4,-0.0315624999999997
-49.3,-0.0578125000000007
-49.2,-0.0503125000000004
-49.1,-0.0103124999999995
-49.0,0.0046874999999992
-48.9,0.0246875000000006
-48.8,0.0409375000000001
-48.7,0.0446875000000002
-48.6,0.0259374999999995
-48.5,0.0146875000000009
-48.4,0.0046874999999992
-48.3,-0.0153125000000003
-48.2,-0.0228125000000006
-48.1,-0.0215624999999999
-48.0,-0.0140624999999996
-47.9,-0.0090625000000006
-47.8,-0.0028124999999992
-47.7,0.0046874999999992
-47.6,0.0109375000000007
-47.5,0.0034375000000004
-47.4,-0.0003124999999997
-47.3,-0.0040624999999998
-47.2,-0.0090625000000006
-47.1,-0.0140624999999996
-47.0,-0.0153125000000003
-46.9,-0.0128125000000008
-46.8,-0.0065624999999993
-46.7,-0.0053125000000005
-46.6,0.0059374999999999
-46.5,0.0059374999999999
-46.4,0.0109375000000007
-46.3,-0.0003124999999997
-46.2,-0.0003124999999997
-46.1,-0.0028124999999992
-46.0,-0.0078125
-45.9,-0.0065624999999993
-45.8,-0.0015625000000003
-45.7,-0.0078125
-45.6,-0.0165624999999991
-45.5,-0.0140624999999996
-45.4,-0.0153125000000003
-45.3,-0.0165624999999991
-45.2,-0.0115625000000001
-45.1,-0.0253125000000001
-45.0,-0.0303125000000009
-44.9,-0.0240624999999994
-44.8,0.0221874999999994
-44.7,0.0359374999999993
-44.6,0.0109375000000007
-44.5,0.0009374999999991
-44.4,0.0096875
-44.3,-0.0003124999999997
-44.2,-0.0303125000000009
-44.1,-0.0403125000000006
-44.0,-0.0190625000000004
-43.9,-0.0115625000000001
-43.8,-0.0140624999999996
-43.7,-0.0028124999999992
-43.6,0.0021874999999997
-43.5,0.0084374999999994
-43.4,0.0009374999999991
-43.3,-0.0103124999999995
-43.2,-0.0115625000000001
-43.1,-0.0090625000000006
-43.0,-0.0090625000000006
-42.9,-0.0178124999999998
-42.8,-0.0165624999999991
-42.7,-0.0178124999999998
-42.6,-0.0115625000000001
-42.5,-0.0078125
-42.4,-0.0028124999999992
-42.3,-0.0103124999999995
-42.2,-0.0590624999999996
-42.1,-0.0178124999999998
-42.0,0.0934375000000003
-41.9,0.0921874999999996
-41.8,-0.0153125000000003
-41.7,0.0046874999999992
-41.6,0.0446875000000002
-41.5,-0.0240624999999994
-41.4,-0.100312499999999
-41.3,-0.0815625000000004
-41.2,-0.0303125000000009
-41.1,-0.0265625000000007
-41.0,-0.0078125
-40.9,0.0359374999999993
-40.8,0.0471874999999997
-40.7,0.0334374999999998
-40.6,0.0284375000000008
-40.5,0.0209375000000005
-40.4,-0.0078125
-40.3,-0.0190625000000004
-40.2,-0.0115625000000001
-40.1,-0.0190625000000004
-40.0,-0.0265625000000007
-39.9,-0.0140624999999996
-39.8,-0.0040624999999998
-39.7,0.0009374999999991
-39.6,0.0071875000000005
-39.5,0.0071875000000005
-39.4,0.0021874999999997
-39.3,-0.0040624999999998
-39.2,-0.0128125000000008
-39.1,-0.0165624999999991
-39.0,-0.0253125000000001
-38.9,-0.0090625000000006
-38.8,0.0009374999999991
