Time (Microsecond),Voltage (V)
-50.0,-0.0053125000000005
-49.9,0.0046874999999992
-49.8,-0.0015625000000003
-49.7,-0.0140624999999996
-49.6,0.0121874999999996
-49.5,0.0046874999999992
-49.4,-0.0240624999999994
-49.3,-0.0640625000000004
-49.2,-0.0853125000000006
-49.1,-0.0565625000000001
-49.0,-0.0090625000000006
-48.9,-0.0053125000000005
-48.8,0.0109375000000007
-48.7,0.0434374999999996
-48.6,0.0534374999999994
-48.5,0.0234375
-48.4,-0.0128125000000008
-48.3,-0.0278124999999996
-48.2,-0.0440625000000008
-48.1,-0.0528124999999999
-48.0,-0.0453124999999996
-47.9,-0.0215624999999999
-47.8,-0.0090625000000006
-47.7,-0.0028124999999992
-47.6,0.0009374999999991
-47.5,-0.0003124999999997
-47.4,-0.0053125000000005
-47.3,-0.0128125000000008
-47.2,-0.0165624999999991
-47.1,-0.0215624999999999
-47.0,-0.0203124999999993
-46.9,-0.0165624999999991
-46.8,-0.0103124999999995
-46.7,-0.0103124999999995
-46.6,-0.0015625000000003
-46.5,0.0009374999999991
-46.4,-0.0078125
-46.3,-0.0040624999999998
-46.2,0.0021874999999997
-46.1,-0.0128125000000008
-46.0,-0.0278124999999996
-45.9,-0.0203124999999993
-45.8,0.0196874999999999
-45.7,0.0334374999999998
-45.6,0.0059374999999999
-45.5,-0.0065624999999993
-45.4,0.0046874999999992
-45.3,-0.0090625000000006
-45.2,-0.0415624999999995
-45.1,-0.0290625000000002
-45.0,-0.0078125
-44.9,0.0059374999999999
-44.8,0.0059374999999999
-44.7,0.0159374999999997
-44.6,0.0209375000000005
-44.5,0.0121874999999996
-44.4,0.0121874999999996
-44.3,0.0109375000000007
-44.2,0.0034375000000004
-44.1,0.0021874999999997
-44.0,0.0009374999999991
-43.9,0.0034375000000004
-43.8,-0.0015625000000003
-43.7,-0.0040624999999998
-43.6,-0.0003124999999997
-43.5,0.0096875
-43.4,0.0084374999999994
-43.3,0.0134375000000002
-43.2,0.0134375000000002
-43.1,0.0059374999999999
-43.0,0.0021874999999997
-42.9,-0.0028124999999992
-42.8,-0.0040624999999998
-42.7,-0.0015625000000003
-42.6,0.0046874999999992
-42.5,-0.0028124999999992
-42.4,-0.0003124999999997
-42.3,-0.0003124999999997
-42.2,0.0109375000000007
-42.1,0.0046874999999992
-42.0,0.0109375000000007
-41.9,0.0071875000000005
-41.8,0.0059374999999999
-41.7,0.0209375000000005
-41.6,0.0534374999999994
-41.5,0.0596875000000008
-41.4,-0.0540625000000006
-41.3,-0.1090625
-41.2,-0.0215624999999999
-41.1,0.0171875000000004
-41.0,-0.0328125000000004
-40.9,-0.0103124999999995
-40.8,0.0809374999999992
-40.7,0.0984374999999993
-40.6,0.0459375000000009
-40.5,0.0184374999999992
-40.4,0.0159374999999997
-40.3,-0.0140624999999996
-40.2,-0.0415624999999995
-40.1,-0.0303125000000009
-40.0,-0.0215624999999999
-39.9,-0.0040624999999998
-39.8,0.0171875000000004
-39.7,0.0221874999999994
-39.6,0.0121874999999996
-39.5,0.0221874999999994
-39.4,0.0271875000000001
-39.3,0.0121874999999996
-39.2,-0.0028124999999992
-39.1,0.0021874999999997
-39.0,0.0084374999999994
-38.9,-0.0040624999999998
-38.8,0.0034375000000004
-38.7,0.0146875000000009
-38.6,0.0196874999999999
-38.5,0.0146875000000009
-38.4,0.0109375000000007
-38.3,0.0184374999999992
-38.2,0.0034375000000004
-38.1,-0.0003124999999997
-38.0,0.0034375000000004
-37.9,-0.0115625000000001
-37.8,-0.0128125000000008
-37.7,0.0196874999999999
-37.6,0.0471874999999997
-37.5,0.0309375000000003
-37.4,0.0071875000000005
-37.3,0.0109375000000007
-37.2,0.0021874999999997
-37.1,-0.0103124999999995
-37.0,-0.0265625000000007
-36.9,-0.0028124999999992
-36.8,0.0071875000000005
-36.7,0.0109375000000007
-36.6,0.0184374999999992
-36.5,0.0284375000000008
-36.4,0.0196874999999999
-36.3,0.0121874999999996
-36.2,0.0046874999999992
-36.1,0.0071875000000005
-36.0,0.0059374999999999
-35.9,0.0021874999999997
-35.8,-0.0015625000000003
-35.7,-0.0053125000000005
-35.6,-0.0040624999999998
-35.5,-0.0003124999999997
-35.4,0.0046874999999992
-35.3,0.0146875000000009
-35.2,0.0184374999999992
-35.1,0.0159374999999997
-35.0,0.0009374999999991
-34.9,-0.0190625000000004
-34.8,-0.0165624999999991
-34.7,-0.0053125000000005
-34.6,-0.0028124999999992
-34.5,0.0171875000000004
-34.4,0.0471874999999997
-34.3,0.0459375000000009
