Time (Microsecond),Voltage (V)
-50.0,0.0009374999999991
-49.9,0.0021874999999997
-49.8,0.0034375000000004
-49.7,0.0021874999999997
-49.6,-0.0003124999999997
-49.5,-0.0015625000000003
-49.4,-0.0065624999999993
-49.3,-0.0053125000000005
-49.2,-0.0053125000000005
-49.1,-0.0003124999999997
-49.0,0.0009374999999991
-48.9,-0.0003124999999997
-48.8,-0.0003124999999997
-48.7,0.0071875000000005
-48.6,0.0034375000000004
-48.5,0.0021874999999997
-48.4,0.0021874999999997
-48.3,0.0046874999999992
-48.2,0.0021874999999997
-48.1,-0.0015625000000003
-48.0,-0.0065624999999993
-47.9,-0.0103124999999995
-47.8,-0.0140624999999996
-47.7,0.0096875
-47.6,0.0234375
-47.5,0.0096875
-47.4,0.0021874999999997
-47.3,0.0096875
-47.2,0.0059374999999999
-47.1,-0.0103124999999995
-47.0,-0.0215624999999999
-46.9,-0.0078125
-46.8,-0.0078125
-46.7,-0.0028124999999992
-46.6,0.0034375000000004
-46.5,0.0209375000000005
-46.4,0.0446875000000002
-46.3,0.0309375000000003
-46.2,0.0084374999999994
-46.1,0.0046874999999992
-46.0,-0.0078125
-45.9,-0.0253125000000001
-45.8,-0.0328125000000004
-45.7,-0.0278124999999996
-45.6,-0.0103124999999995
-45.5,0.0109375000000007
-45.4,0.0221874999999994
-45.3,0.0371874999999999
-45.2,0.0396874999999994
-45.1,0.0234375
-45.0,0.0221874999999994
-44.9,0.0084374999999994
-44.8,-0.0040624999999998
-44.7,-0.0165624999999991
-44.6,-0.0103124999999995
-44.5,-0.0103124999999995
-44.4,-0.0028124999999992
-44.3,0.0021874999999997
-44.2,0.0046874999999992
-44.1,0.0146875000000009
-44.0,0.0221874999999994
-43.9,0.0084374999999994
-43.8,0.0021874999999997
-43.7,0.0084374999999994
-43.6,0.0034375000000004
-43.5,-0.0040624999999998
-43.4,-0.0053125000000005
-43.3,0.0009374999999991
-43.2,0.0109375000000007
-43.1,0.0109375000000007
-43.0,0.0084374999999994
-42.9,0.0071875000000005
-42.8,0.0084374999999994
-42.7,0.0184374999999992
-42.6,0.0096875
-42.5,0.0121874999999996
-42.4,0.0121874999999996
-42.3,0.0071875000000005
-42.2,0.0009374999999991
-42.1,0.0059374999999999
-42.0,-0.0015625000000003
-41.9,-0.0028124999999992
-41.8,-0.0028124999999992
-41.7,-0.0015625000000003
-41.6,0.0059374999999999
-41.5,0.0046874999999992
-41.4,0.0059374999999999
-41.3,0.0046874999999992
-41.2,0.0109375000000007
-41.1,0.0059374999999999
-41.0,0.0159374999999997
-40.9,0.0109375000000007
-40.8,0.0184374999999992
-40.7,0.0071875000000005
-40.6,0.0034375000000004
-40.5,0.0009374999999991
-40.4,0.0046874999999992
-40.3,0.0021874999999997
-40.2,0.0021874999999997
-40.1,-0.0015625000000003
-40.0,0.0109375000000007
-39.9,0.0009374999999991
-39.8,-0.0040624999999998
-39.7,-0.0015625000000003
-39.6,0.0134375000000002
-39.5,0.0309375000000003
-39.4,0.0246875000000006
-39.3,0.0121874999999996
-39.2,0.0146875000000009
-39.1,0.0084374999999994
-39.0,-0.0115625000000001
-38.9,-0.0390625
-38.8,-0.0478124999999991
-38.7,0.0221874999999994
-38.6,0.0684374999999999
-38.5,0.0459375000000009
-38.4,0.0271875000000001
-38.3,0.0384375000000006
-38.2,0.0321874999999991
-38.1,-0.0090625000000006
-38.0,-0.0415624999999995
-37.9,-0.0278124999999996
-37.8,-0.0178124999999998
-37.7,-0.0078125
-37.6,0.0059374999999999
-37.5,0.0209375000000005
-37.4,0.0309375000000003
-37.3,0.0371874999999999
-37.2,0.0371874999999999
-37.1,0.0271875000000001
-37.0,0.0221874999999994
-36.9,0.0159374999999997
-36.8,0.0034375000000004
-36.7,-0.0078125
-36.6,-0.0040624999999998
-36.5,-0.0028124999999992
-36.4,-0.0015625000000003
-36.3,0.0146875000000009
-36.2,0.0209375000000005
-36.1,0.0209375000000005
-36.0,0.0109375000000007
-35.9,0.0059374999999999
-35.8,-0.0053125000000005
-35.7,-0.0003124999999997
-35.6,0.0034375000000004
-35.5,0.0071875000000005
-35.4,0.0159374999999997
-35.3,0.0196874999999999
-35.2,0.0171875000000004
-35.1,0.0109375000000007
-35.0,0.0184374999999992
-34.9,0.0221874999999994
-34.8,0.0084374999999994
-34.7,0.0071875000000005
-34.6,0.0034375000000004
-34.5,0.0084374999999994
-34.4,0.0171875000000004
-34.3,0.0109375000000007
-34.2,0.0071875000000005
-34.1,0.0096875
-34.0,0.0121874999999996
-33.9,0.0034375000000004
-33.8,0.0071875000000005
-33.7,0.0059374999999999
-33.6,0.0034375000000004
-33.5,0.0059374999999999
-33.4,0.0096875
-33.3,0.0171875000000004
-33.2,0.0146875000000009
-33.1,0.0271875000000001
-33.0,0.0196874999999999
-32.9,0.0171875000000004
-32.8,0.0109375000000007
-32.7,0.0171875000000004
-32.6,0.0184374999999992
-32.5,0.0146875000000009
-32.4,0.0159374999999997
-32.3,0.0171875000000004
-32.2,0.0271875000000001
-32.1,0.0171875000000004
-32.0,0.0046874999999992
-31.9,-0.0153125000000003
-31.8,-0.0390625
-31.7,-0.0365625000000005
-31.6,-0.0215624999999999
-31.5,0.0121874999999996
-31.4,0.0471874999999997
-31.3,0.0634374999999991
-31.2,0.0646874999999998
-31.1,0.0584375000000001
-31.0,0.0346875000000004
-30.9,0.0021874999999997
-30.8,-0.0203124999999993
-30.7,-0.0253125000000001
-30.6,-0.0240624999999994
-30.5,-0.0165624999999991
-30.4,-0.0015625000000003
-30.3,0.0084374999999994
-30.2,0.0221874999999994
-30.1,0.0321874999999991
